CADC0884,CADC0885,CADC0886,CADC0887,CADC0888,CADC0889,CADC0890,CADC0891,CADC0892,CADC0893,CADC0894,CADC0895,CADC0900,CADC0901,CADC0902,CADC1002,CADC1003,CADC1004,CADC1005,
1620729035643,x,x,x,true,0.18617351,false,0.0,false,0.0,false,0.0,false,0.0,0.0,x,x,x,x,x
1620729040698,0.56465924,true,0.7396153,true,0.18617351,false,0.0,false,0.0,false,0.0,false,0.0,0.0,0.0,-0.38627553,0.3914801,-0.5614458,0.61820924
1620729046922,0.5941761,true,0.73342603,true,0.19402753,false,0.0,false,0.0,false,0.0,false,0.0,0.0,0.0,-0.3881623,0.37721962,-0.5657397,0.62189776
1620729051933,0.6310749,true,0.6939984,true,0.19402753,false,0.0,false,0.0,false,0.0,false,0.0,0.0,0.0,-0.3881623,0.37721962,-0.5657397,0.62189776
1620729056938,0.6310749,true,0.6939984,true,0.2097725,false,0.0,false,0.0,false,0.0,false,0.0,0.0,0.0,-0.3986153,0.35394555,-0.5708099,0.62189776
1620729061943,0.6310749,true,0.6939984,true,0.2097725,false,0.0,false,0.0,false,0.0,false,0.0,0.0,0.0,-0.3986153,0.35394555,-0.5708099,0.62398595
1620729066947,0.6620197,true,0.66744727,true,0.21240169,false,0.0,false,0.0,false,0.0,false,0.0,0.0,0.0,-0.40514404,0.35394555,-0.5708099,0.62398595
1620729071961,0.6620197,true,0.66744727,true,0.21240169,false,0.0,false,0.0,false,0.0,false,0.0,0.0,0.0,-0.40514404,0.33750778,-0.57561976,0.62398577
1620729076981,0.69016594,true,0.63858235,true,0.22557044,false,0.0,false,0.0,false,0.0,false,0.0,0.0,0.0,-0.41244468,0.33750778,-0.57561976,0.62398577
1620729081992,0.69016594,true,0.63858235,true,0.22557044,false,0.0,false,0.0,false,0.0,false,0.0,0.0,0.0,-0.41244468,0.3237607,-0.58157086,0.6215255
1620729087011,0.71898216,true,0.61874104,true,0.23349068,false,0.0,false,0.0,false,0.0,false,0.0,0.0,0.0,-0.41469094,0.3237607,-0.58157086,0.6215255
1620729092298,0.71898216,true,0.61874104,true,0.23349068,false,0.0,false,0.0,false,0.0,false,0.0,0.0,0.0,-0.41469094,0.30048043,-0.5907072,0.62091976
1620729097306,0.7448055,true,0.5936344,true,0.23349068,false,0.0,false,0.0,false,0.0,false,0.0,0.0,0.0,-0.41985002,0.30048043,-0.5907072,0.62091976
1620729102314,0.7448055,true,0.5936344,true,0.24407434,false,0.0,false,0.0,false,0.0,false,0.0,0.0,0.0,-0.41985002,0.30048043,-0.5965066,0.61952996
1620729107326,0.77125907,true,0.5635132,true,0.24407434,false,0.0,false,0.0,false,0.0,false,0.0,0.0,0.0,-0.4237714,0.2856403,-0.5965066,0.61952996
1620729112330,0.77125907,true,0.5635132,true,0.25203037,false,0.0,false,0.0,false,0.0,false,0.0,0.0,0.0,-0.4237714,0.2856403,-0.5965066,0.61582
1620729117345,0.79448664,true,0.5419636,true,0.25203037,false,0.0,false,0.0,false,0.0,false,0.0,0.0,0.0,-0.4306643,0.26976883,-0.60259444,0.61582
1620729122374,0.79448664,true,0.5419636,true,0.2573434,false,0.0,false,0.0,false,0.0,false,0.0,0.0,0.0,-0.4306643,0.26976883,-0.60259444,0.61582
1620729127379,0.83447874,true,0.51015085,true,0.2573434,false,0.0,false,0.0,false,0.0,false,0.0,0.0,0.0,-0.437266,0.24883157,-0.6118177,0.61037725
