CADC0884,CADC0885,CADC0886,CADC0887,CADC0888,CADC0889,CADC0890,CADC0891,CADC0892,CADC0893,CADC0894,CADC0895,CADC0900,CADC0901,CADC0902,CADC1002,CADC1003,CADC1004,CADC1005,
1621089714843,0.035682775,false,0.0,x,x,x,0.76466364,true,0.040317833,false,0.31149366,false,0.0,0.0,0.0,0.47499615,x,x,-0.10553653
1621089720050,0.030191297,false,0.0,false,0.79618263,true,0.76466364,true,0.040317833,false,0.31149366,false,0.0,0.0,0.0,0.46829724,0.43636864,0.7571708,-0.10553653
1621089725156,0.030191297,false,0.0,false,0.7925139,true,0.7300544,true,0.03225112,false,0.33657843,false,0.0,0.0,0.0,0.46829724,0.4406397,0.7571708,-0.11014988
1621089730166,0.027445909,false,0.0,false,0.7925139,true,0.7300544,true,0.03225112,false,0.33657843,false,0.0,0.0,0.0,0.46829724,0.4406397,0.75828844,-0.11014988
1621089735223,0.027445909,false,0.0,false,0.7925139,true,0.6638349,true,0.034939762,false,0.3590618,false,0.0,0.0,0.0,0.45868734,0.4406397,0.75828844,-0.11014988
1621089740254,0.027445909,false,0.0,false,0.7925139,true,0.6638349,true,0.034939762,false,0.3590618,false,0.0,0.0,0.0,0.45868734,0.44824794,0.75821406,-0.12352293
1621089745281,0.032936912,false,0.0,false,0.7852171,true,0.6463743,true,0.034939762,false,0.38458526,true,0.0,0.0,0.0,0.4527211,0.44824794,0.75821406,-0.12352293
1621089750297,0.032936912,false,0.0,false,0.7852171,true,0.6463743,true,0.029562708,false,0.38458526,true,0.0,0.0,0.0,0.4527211,0.45631546,0.75592864,-0.12592009
1621089755312,0.027445909,false,0.0,false,0.77797323,true,0.5513481,true,0.029562708,false,0.4074957,true,0.0,0.0,0.0,0.44969806,0.45631546,0.75592864,-0.12592009
1621089760319,0.027445909,false,0.0,false,0.7743707,true,0.5513481,true,0.029562708,false,0.4074957,true,0.0,0.0,0.0,0.44969806,0.46467966,0.75592864,-0.12684788
1621089765323,0.024700727,false,0.0,false,0.7743707,true,0.62060475,true,0.029562708,false,0.4074957,true,0.0,0.0,0.0,0.44334117,0.46467966,0.7527724,-0.12684788
1621089770342,0.024700727,false,0.0,false,0.7743707,true,0.62060475,true,0.03225112,false,0.42772943,true,0.0,0.0,0.0,0.44334117,0.4721175,0.7527724,-0.12684788
1621089775347,0.021955734,false,0.0,false,0.7743707,true,0.6177709,true,0.03225112,false,0.42772943,true,0.0,0.0,0.0,0.43713665,0.4721175,0.7530898,-0.13170718
1621089780357,0.021955734,false,0.0,false,0.7743707,true,0.6177709,true,0.03225112,false,0.45108524,true,0.0,0.0,0.0,0.43713665,0.4721175,0.7530898,-0.13170718
1621089785365,0.027445909,false,0.0,false,0.7600848,true,0.6319977,true,0.03225112,false,0.45108524,true,0.0,0.0,0.0,0.42959455,0.47594705,0.75362253,-0.13705282
1621089790405,0.027445909,false,0.0,false,0.7600848,true,0.6319977,true,0.03225112,false,0.47470838,true,0.0,0.0,0.0,0.42959455,0.47594705,0.75362253,-0.13705282
1621089795409,0.024700727,false,0.0,false,0.7565438,true,0.64926815,true,0.03225112,false,0.47470838,true,0.0,0.0,0.0,0.4199298,0.47888783,0.75362253,-0.14267974
1621089800434,0.024700727,false,0.0,false,0.7565438,true,0.64926815,true,0.018811002,false,0.5016327,true,0.0,0.0,0.0,0.4199298,0.47888783,0.7560514,-0.14267974
1621089805445,0.027445909,false,0.0,false,0.7494968,true,0.64926815,true,0.018811002,false,0.5016327,true,0.0,0.0,0.0,0.4126196,0.48200396,0.7560514,-0.14267974
1621089810788,0.027445909,false,0.0,false,0.7494968,true,0.62344414,true,0.029562708,false,0.522851,true,0.0,0.0,0.0,0.4126196,0.48200396,0.7586214,-0.15121315
1621089815816,0.024700727,false,0.0,false,0.7424957,true,0.62344414,true,0.029562708,false,0.522851,true,0.0,0.0,0.0,0.4126196,0.48200396,0.7592744,-0.15121315
1621089820822,0.024700727,false,0.0,false,0.7424957,true,0.5786718,true,0.029562708,false,0.54742336,true,0.0,0.0,0.0,0.401638,0.48488206,0.7592744,-0.15970364
1621089825840,0.024700727,false,0.0,false,0.73901194,true,0.5786718,true,0.029562708,false,0.54742336,true,0.0,0.0,0.0,0.401638,0.48488206,0.7592744,-0.15970364
1621089830852,0.024700727,false,0.0,false,0.73901194,true,0.59530145,true,0.029562708,false,0.5692297,true,0.0,0.0,0.0,0.39316767,0.48777473,0.7600947,-0.16795786
1621089835871,0.024700727,false,0.0,false,0.7286265,true,0.59530145,true,0.026874509,false,0.5692297,true,0.0,0.0,0.0,0.39316767,0.48777473,0.7600947,-0.16795786
1621089840878,0.021955734,false,0.0,false,0.7286265,true,0.6434866,true,0.026874509,false,0.59453064,true,0.0,0.0,0.0,0.3831904,0.49006474,0.76365453,-0.16795786
1621089845884,0.021955734,false,0.0,false,0.7149267,true,0.6434866,true,0.034939762,false,0.59453064,true,0.0,0.0,0.0,0.3831904,0.49006474,0.76365453,-0.1766552
1621089850887,0.024700727,false,0.0,false,0.7149267,true,0.6434866,true,0.034939762,false,0.59453064,true,0.0,0.0,0.0,0.37410566,0.49006474,0.76551557,-0.18259099
1621089855892,0.024700727,false,0.0,false,0.71152735,true,0.6434866,true,0.024186505,false,0.61056495,true,0.0,0.0,0.0,0.37410566,0.4918457,0.76551557,-0.18259099
1621089860898,0.01646622,false,0.0,false,0.71152735,true,0.6093037,true,0.024186505,false,0.61056495,true,0.0,0.0,0.0,0.36500847,0.4918457,0.76551557,-0.18259099
1621089865913,0.01646622,false,0.0,false,0.71152735,true,0.6093037,true,0.026874509,false,0.63989234,true,0.0,0.0,0.0,0.36500847,0.4938779,0.76692766,-0.1909748
1621089870918,0.019210905,false,0.0,false,0.6980278,true,0.5731688,true,0.026874509,false,0.63989234,true,0.0,0.0,0.0,0.3548024,0.4938779,0.76692766,-0.1909748
1621089875927,0.019210905,false,0.0,false,0.6980278,true,0.5731688,true,0.021498675,false,0.6598034,true,0.0,0.0,0.0,0.3548024,0.49778792,0.7673667,-0.20474815
1621089880932,0.021955734,false,0.0,false,0.6846793,true,0.5513481,true,0.021498675,false,0.6598034,true,0.0,0.0,0.0,0.3442863,0.49778792,0.7673667,-0.20474815
1621089885936,0.021955734,false,0.0,false,0.6846793,true,0.5513481,true,0.021498675,false,0.6834296,true,0.0,0.0,0.0,0.3442863,0.49778792,0.76677483,-0.21542339
1621089890943,0.021955734,false,0.0,false,0.67476285,true,0.5513481,true,0.021498675,false,0.6834296,true,0.0,0.0,0.0,0.3345006,0.5007596,0.76677483,-0.21542339
1621089895947,0.021955734,false,0.0,false,0.67476285,true,0.5271441,true,0.018811002,false,0.70058686,true,0.0,0.0,0.0,0.3345006,0.5007596,0.76677483,-0.21542339
1621089900952,0.021955734,false,0.0,false,0.6616618,true,0.5271441,true,0.018811002,false,0.70058686,true,0.0,0.0,0.0,0.3345006,0.5028991,0.76682544,-0.22448619
1621089905962,0.021955734,false,0.0,false,0.6616618,true,0.50855273,true,0.024186505,false,0.7321162,true,0.0,0.0,0.0,0.32235774,0.5028991,0.76682544,-0.22448619
1621089910966,0.021955734,false,0.0,false,0.64869314,true,0.50855273,true,0.024186505,false,0.7321162,true,0.0,0.0,0.0,0.32235774,0.5072025,0.76606697,-0.23789167
1621089915972,0.019210905,false,0.0,false,0.64869314,true,0.4771191,true,0.024186505,false,0.74641794,true,0.0,0.0,0.0,0.3133782,0.5072025,0.76606697,-0.23789167
1621089920978,0.019210905,false,0.0,false,0.62947506,true,0.4771191,true,0.024186505,false,0.74641794,true,0.0,0.0,0.0,0.3133782,0.5072025,0.7656161,-0.24795926
1621089925983,0.01646622,false,0.0,false,0.62947506,true,0.4410783,true,0.024186505,false,0.7645659,true,0.0,0.0,0.0,0.30352804,0.5089662,0.7656161,-0.24795926
1621089930988,0.01646622,false,0.0,false,0.6199666,true,0.4410783,true,0.021498675,false,0.7645659,true,0.0,0.0,0.0,0.30352804,0.5089662,0.7656161,-0.24795926
1621089935999,0.019210905,false,0.0,false,0.6199666,true,0.46159413,true,0.021498675,false,0.7645659,true,0.0,0.0,0.0,0.2919135,0.51146513,0.76501364,-0.25808132
1621089941005,0.019210905,false,0.0,false,0.60426074,true,0.46159413,true,0.018811002,false,0.7942817,true,0.0,0.0,0.0,0.2919135,0.51146513,0.76501364,-0.25808132
1621089946009,0.013721662,false,0.0,false,0.60426074,true,0.45901844,true,0.018811002,false,0.7942817,true,0.0,0.0,0.0,0.28164744,0.5147567,0.76401705,-0.27070472
1621089951013,0.013721662,false,0.0,false,0.60426074,true,0.45901844,true,0.016123462,false,0.8133177,true,0.0,0.0,0.0,0.28164744,0.5147567,0.76401705,-0.27070472
1621089956018,0.013721662,false,0.0,false,0.58872324,true,0.4410783,true,0.016123462,false,0.8133177,true,0.0,0.0,0.0,0.2705545,0.5147567,0.76341057,-0.27948648
1621089961025,0.013721662,false,0.0,false,0.58872324,true,0.4410783,true,0.021498675,false,0.8366802,true,0.0,0.0,0.0,0.2705545,0.5169355,0.76341057,-0.27948648
1621089966034,0.01646622,false,0.0,false,0.5733454,true,0.4081537,true,0.021498675,false,0.8366802,true,0.0,0.0,0.0,0.25906032,0.5169355,0.76341057,-0.27948648
1621089971038,0.01646622,false,0.0,false,0.5733454,true,0.4081537,true,0.021498675,false,0.8566209,true,0.0,0.0,0.0,0.25906032,0.5192869,0.76170087,-0.2890178
1621089976048,0.013721662,false,0.0,false,0.56115234,true,0.4081537,false,0.021498675,false,0.8566209,true,0.0,0.0,0.0,0.24935979,0.5192869,0.76170087,-0.2890178
1621089981053,0.013721662,false,0.0,false,0.56115234,true,0.35346124,false,0.018811002,false,0.8770313,true,0.0,0.0,0.0,0.24935979,0.52211297,0.7587097,-0.30457857
1621089986065,0.008232832,false,0.0,false,0.546041,true,0.35346124,false,0.018811002,false,0.8770313,true,0.0,0.0,0.0,0.24935979,0.52211297,0.7587097,-0.30457857
1621089991075,0.008232832,false,0.0,false,0.546041,true,0.32897237,false,0.018811002,false,0.9022062,true,0.0,0.0,0.0,0.23505902,0.52211297,0.75611573,-0.31520346
1621089996080,0.008232832,false,0.0,false,0.5280884,true,0.31437773,false,0.018811002,false,0.9022062,true,0.0,0.0,0.0,0.23505902,0.52464014,0.75611573,-0.31520346
1621090001150,0.010977206,false,0.0,false,0.5280884,true,0.31437773,false,0.018811002,false,0.9194441,true,0.0,0.0,0.0,0.2245697,0.52464014,0.75611573,-0.32705304
1621090006162,0.010977206,false,0.0,false,0.51327044,true,0.30468658,false,0.018811002,false,0.9194441,true,0.0,0.0,0.0,0.2245697,0.5276286,0.7524321,-0.32705304
1621090011171,0.010977206,false,0.0,false,0.51327044,true,0.30468658,false,0.018811002,false,0.93708086,true,0.0,0.0,0.0,0.21135288,0.5276286,0.7524321,-0.32705304
1621090016181,0.010977206,false,0.0,false,0.49565038,true,0.29502484,false,0.013436041,false,0.93708086,true,0.0,0.0,0.0,0.21135288,0.5318859,0.7475523,-0.34065875
1621090021191,0.008232832,false,0.0,false,0.49565038,true,0.29502484,false,0.013436041,false,0.93708086,true,0.0,0.0,0.0,0.20205256,0.5318859,0.7475523,-0.34065875
1621090026201,0.008232832,false,0.0,false,0.48399678,true,0.27338758,false,0.013436041,false,0.9597417,true,0.0,0.0,0.0,0.20205256,0.5318859,0.74405956,-0.3497245
1621090031211,0.008232832,false,0.0,false,0.48399678,true,0.27338758,false,0.013436041,false,0.9597417,true,0.0,0.0,0.0,0.1921959,0.534847,0.74405956,-0.3497245
1621090036222,0.008232832,false,0.0,false,0.48399678,true,0.27099174,false,0.016123462,false,0.9736965,true,0.0,0.0,0.0,0.1921959,0.534847,0.74405956,-0.35840178
1621090041239,0.00548852,false,0.0,false,0.4637719,true,0.27099174,false,0.016123462,false,0.9736965,true,0.0,0.0,0.0,0.18150206,0.5383621,0.7399454,-0.35840178
