CADC0884,CADC0885,CADC0886,CADC0887,CADC0888,CADC0889,CADC0890,CADC0891,CADC0892,CADC0893,CADC0894,CADC0895,CADC0900,CADC0901,CADC0902,CADC1002,CADC1003,CADC1004,CADC1005,
1620558634842,x,x,x,false,0.012854513,false,0.0,false,0.48652864,true,0.0,false,0.0,x,x,x,x,x,x
1620558639889,0.3943352,true,0.029807303,false,0.012854513,false,0.0,false,0.48652864,true,0.0,false,0.0,0.0,0.0,0.30145368,0.45695758,-0.3572445,-0.75634235
1620558644912,0.3943352,true,0.02751383,false,0.012854513,false,0.0,false,0.4744077,true,0.0,false,0.0,0.0,0.0,0.3107271,0.45695758,-0.3572445,-0.74500203
1620558649921,0.3943352,true,0.02751383,false,0.012854513,false,0.0,false,0.4744077,true,0.0,false,0.0,0.0,0.0,0.3107271,0.4681439,-0.35883743,-0.74500203
1620558654925,0.40028733,true,0.025220502,false,0.012854513,false,0.0,false,0.45636597,true,0.0,false,0.0,0.0,0.0,0.3107271,0.4681439,-0.35883743,-0.74500203
1620558659929,0.40028733,true,0.025220502,false,0.012854513,false,0.0,false,0.45636597,true,0.0,false,0.0,0.0,0.0,0.32130128,0.48168424,-0.36215898,-0.72974014
1620558664938,0.40028733,true,0.02751383,false,0.012854513,false,0.0,false,0.45636597,true,0.0,false,0.0,0.0,0.0,0.32130128,0.48168424,-0.36215898,-0.72974014
1620558669943,0.403269,true,0.02751383,false,0.012854513,false,0.0,false,0.4414526,true,0.0,false,0.0,0.0,0.0,0.3291664,0.48168424,-0.36415088,-0.71702784
1620558674948,0.403269,true,0.02751383,false,0.015425604,false,0.0,false,0.4414526,true,0.0,false,0.0,0.0,0.0,0.3291664,0.49311483,-0.36415088,-0.71702784
1620558679954,0.40028733,true,0.02751383,false,0.015425604,false,0.0,false,0.42959732,true,0.0,false,0.0,0.0,0.0,0.33733305,0.49311483,-0.36415088,-0.70575607
1620558684972,0.40028733,true,0.02751383,false,0.015425604,false,0.0,false,0.42959732,true,0.0,false,0.0,0.0,0.0,0.33733305,0.50319004,-0.36582765,-0.70575607
1620558690042,0.40924382,true,0.022927307,false,0.015425604,false,0.0,false,0.41193366,true,0.0,false,0.0,0.0,0.0,0.34480283,0.50319004,-0.36582765,-0.70575607
1620558695072,0.40924382,true,0.022927307,false,0.015425604,false,0.0,false,0.41193366,true,0.0,false,0.0,0.0,0.0,0.34480283,0.5193047,-0.3683555,-0.6872477
1620558700334,0.41523415,true,0.02751383,false,0.015425604,false,0.0,false,0.4002336,true,0.0,false,0.0,0.0,0.0,0.3521778,0.5193047,-0.3683555,-0.6872477
