CADC0884,CADC0885,CADC0886,CADC0887,CADC0888,CADC0889,CADC0890,CADC0891,CADC0892,CADC0893,CADC0894,CADC0895,CADC0900,CADC0901,CADC0902,CADC1002,CADC1003,CADC1004,CADC1005,
1620934294847,x,x,x,x,0.6681954,true,0.81717646,true,0.0,false,0.0,false,0.0,0.0,0.0,x,x,x,x
1620934299956,0.33848006,false,0.0,false,0.6681954,true,0.81717646,true,0.0,false,0.0,false,0.0,0.0,0.0,-0.77508366,0.5680247,0.27349177,0.007889711
1620934304974,0.3413909,false,0.0,false,0.6649244,true,0.8138102,true,0.0,false,0.0,false,0.0,0.0,0.0,-0.7870621,0.5680247,0.27349177,0.007849909
1620934309979,0.3413909,false,0.0,false,0.6649244,true,0.8138102,true,0.0,false,0.0,false,0.0,0.0,0.0,-0.7870621,0.5595355,0.25629663,0.007849909
1620934314985,0.3472216,false,0.0,false,0.6649244,true,0.8004628,true,0.0,false,0.0,false,0.0,0.0,0.0,-0.7870621,0.5595355,0.25629663,0.007849909
1620934319989,0.3472216,false,0.0,false,0.6649244,true,0.8004628,true,0.0,false,0.0,false,0.0,0.0,0.0,-0.80335927,0.54785156,0.2246459,0.0071261907
1620934325483,0.35014158,false,0.0,false,0.65840745,true,0.81045574,true,0.0,false,0.0,false,0.0,0.0,0.0,-0.8150201,0.54785156,0.2246459,0.0071261907
1620934330492,0.35014158,false,0.0,false,0.65840745,true,0.81045574,true,0.0,false,0.0,false,0.0,0.0,0.0,-0.8150201,0.53591245,0.20782858,0.0054139444
1620934335497,0.3472216,false,0.0,false,0.65840745,true,0.7938576,true,0.0,false,0.0,false,0.0,0.0,0.0,-0.8249781,0.53591245,0.20782858,0.0054139444
1620934340501,0.3472216,false,0.0,false,0.65840745,true,0.7938576,true,0.0,false,0.0,false,0.0,0.0,0.0,-0.8249781,0.5275344,0.20782858,0.005661769
1620934345522,0.35306466,false,0.0,false,0.6616618,true,0.8004628,true,0.0,false,0.0,false,0.0,0.0,0.0,-0.83194727,0.5275344,0.19396071,0.005661769
1620934350534,0.35306466,false,0.0,false,0.6616618,true,0.8004628,true,0.0,false,0.0,false,0.0,0.0,0.0,-0.83194727,0.5275344,0.19396071,0.005661769
1620934355561,0.35306466,false,0.0,false,0.6649244,true,0.7872965,true,0.0,false,0.0,false,0.0,0.0,0.0,-0.83991224,0.5188559,0.17775732,0.0054737637
1620934360565,0.35306466,false,0.0,false,0.6649244,true,0.7872965,true,0.0,false,0.0,false,0.0,0.0,0.0,-0.83991224,0.5188559,0.17775732,0.0054737637
1620934365578,0.35306466,false,0.0,false,0.6649244,true,0.777535,true,0.0,false,0.0,false,0.0,0.0,0.0,-0.84938824,0.50721943,0.16045886,0.0069823726
1620934370601,0.35306466,false,0.0,false,0.6616618,true,0.777535,true,0.0,false,0.0,false,0.0,0.0,0.0,-0.84938824,0.50721943,0.16045886,0.0069823726
1620934375605,0.35306466,false,0.0,false,0.6616618,true,0.7678664,true,0.0,false,0.0,false,0.0,0.0,0.0,-0.86039454,0.49392292,0.16045886,0.00830951
1620934380610,0.35306466,false,0.0,false,0.6616618,true,0.7678664,true,0.0,false,0.0,false,0.0,0.0,0.0,-0.86039454,0.49392292,0.14362907,0.00830951
1620934385621,0.3559909,false,0.0,false,0.6616618,true,0.7678664,true,0.0,false,0.0,false,0.0,0.0,0.0,-0.86689997,0.48280707,0.14362907,0.00830951
1620934390629,0.3559909,false,0.0,false,0.6649244,true,0.7678664,true,0.0,false,0.0,false,0.0,0.0,0.0,-0.86689997,0.48280707,0.1236353,0.009809262
1620934395638,0.35306466,false,0.0,false,0.6649244,true,0.7678664,true,0.0,false,0.0,false,0.0,0.0,0.0,-0.86689997,0.48280707,0.1236353,0.009809262
1620934400648,0.35306466,false,0.0,false,0.6649244,true,0.75511354,true,0.0,false,0.0,false,0.0,0.0,0.0,-0.87824595,0.47110572,0.10627949,0.011293291
1620934405658,0.35306466,false,0.0,false,0.6649244,true,0.75511354,true,0.0,false,0.0,false,0.0,0.0,0.0,-0.87824595,0.47110572,0.10627949,0.011293291
1620934410672,0.35306466,false,0.0,false,0.6681954,true,0.742512,true,0.0,false,0.0,false,0.0,0.0,0.0,-0.88646895,0.4551946,0.10627949,0.012869824
1620934415694,0.35306466,false,0.0,false,0.6681954,true,0.742512,true,0.0,false,0.0,false,0.0,0.0,0.0,-0.88646895,0.4551946,0.094181135,0.012869824
1620934420698,0.35014158,false,0.0,false,0.6714748,true,0.7710792,true,0.0,false,0.0,false,0.0,0.0,0.0,-0.8951828,0.43510896,0.094181135,0.012869824
1620934425717,0.35014158,false,0.0,false,0.6714748,true,0.7710792,true,0.0,false,0.0,false,0.0,0.0,0.0,-0.8951828,0.43510896,0.08123799,0.015615893
1620934430722,0.3472216,false,0.0,false,0.6714748,true,0.777535,true,0.0,false,0.0,false,0.0,0.0,0.0,-0.9011417,0.43510896,0.08123799,0.015615893
1620934435730,0.3472216,false,0.0,false,0.6714748,true,0.777535,true,0.0,false,0.0,false,0.0,0.0,0.0,-0.9011417,0.42393622,0.06984039,0.017104147
1620934440747,0.3472216,false,0.0,false,0.6714748,true,0.74879426,true,0.0,false,0.0,false,0.0,0.0,0.0,-0.9070118,0.42393622,0.06984039,0.017104147
1620934445772,0.3472216,false,0.0,false,0.6714748,true,0.74879426,true,0.0,false,0.0,false,0.0,0.0,0.0,-0.9070118,0.4163471,0.06984039,0.01804743
1620934450786,0.35014158,false,0.0,false,0.6714748,true,0.80378217,true,0.0,false,0.0,false,0.0,0.0,0.0,-0.90885144,0.4163471,0.06209309,0.01804743
1620934455801,0.35014158,false,0.0,false,0.6616618,true,0.80378217,true,0.0,false,0.0,false,0.0,0.0,0.0,-0.90885144,0.41871205,0.048780948,0.01804743
1620934460811,0.35014158,false,0.0,false,0.6616618,true,0.8138102,true,0.0,false,0.0,false,0.0,0.0,0.0,-0.904347,0.41871205,0.048780948,0.011372506
1620934465821,0.35014158,false,0.0,false,0.6551614,true,0.8138102,true,0.0,false,0.0,false,0.0,0.0,0.0,-0.904347,0.41871205,0.048780948,0.011372506
1620934470831,0.3472216,false,0.0,false,0.6551614,true,0.8138102,true,0.0,false,0.0,false,0.0,0.0,0.0,-0.90115947,0.42713535,0.038808398,0.0049189744
1620934475840,0.3472216,false,0.0,false,0.6422565,true,0.85153586,true,0.0,false,0.0,false,0.0,0.0,0.0,-0.90115947,0.42713535,0.038808398,0.0049189744
1620934480874,0.35014158,false,0.0,false,0.6422565,true,0.85153586,true,0.0,false,0.0,false,0.0,0.0,0.0,-0.90115947,0.4350915,0.037893124,2.2482834E-4
1620934485881,0.35014158,false,0.0,false,0.63904977,true,0.89096266,true,0.0,false,0.0,false,0.0,0.0,0.0,-0.8969973,0.4350915,0.037893124,2.2482834E-4
1620934490898,0.35014158,false,0.0,false,0.63904977,true,0.89096266,true,0.0,false,0.0,false,0.0,0.0,0.0,-0.8969973,0.44348702,0.04065646,2.2482834E-4
1620934495902,0.35306466,false,0.0,false,0.6358508,true,0.86922866,true,0.0,false,0.0,false,0.0,0.0,0.0,-0.8939001,0.44348702,0.04065646,-2.103923E-4
1620934500922,0.35306466,false,0.0,false,0.6358508,true,0.86922866,true,0.0,false,0.0,false,0.0,0.0,0.0,-0.8939001,0.44348702,0.04065646,-2.103923E-4
1620934505931,0.35306466,false,0.0,false,0.62312883,true,0.92470986,true,0.0,false,0.0,false,0.0,0.0,0.0,-0.89518183,0.44449708,0.044980753,0.0035915172
1620934510962,0.35306466,false,0.0,false,0.62312883,true,0.92470986,true,0.0,false,0.0,false,0.0,0.0,0.0,-0.89518183,0.44449708,0.044980753,0.0035915172
1620934516013,0.35306466,false,0.0,false,0.61366343,true,0.93241507,true,0.0,false,0.0,false,0.0,0.0,0.0,-0.8991469,0.4361769,0.06414803,0.0027479068
1620934521021,0.35306466,false,0.0,false,0.61366343,true,0.93241507,true,0.0,false,0.0,false,0.0,0.0,0.0,-0.8991469,0.4361769,0.06414803,0.0027479068
1620934526057,0.35306466,false,0.0,false,0.6105224,true,0.9362977,true,0.0,false,0.0,false,0.0,0.0,0.0,-0.9030925,0.4195728,0.09173629,0.0027479068
