TIMESTAMP,w,x,y,z,x_euler,y_euler,z_euler,STAR_TRACKER_STATE,HD_CAMERA_STATE,OPTICAL_RX_STATE
2020-11-15 01:01:25,-0.424265,-0.719173,-0.0240062,0.549738,93.19821195202067,-50.384828208905525,-51.78760295805563,1,1,1
2020-11-15 01:01:55,-0.302941,-0.687312,0.0553212,0.657851,81.87136787331754,-69.68803223804203,-68.30142586236181,1,1,1
2020-11-15 01:02:05,-0.25777,-0.673572,0.0807311,0.687996,71.38086418199171,-75.56916793378049,-80.69647744188649,1,1,1
2020-11-15 02:09:05,-0.400644,0.0853645,-0.832206,-0.373671,-120.07078479897025,37.08796727840948,146.39537064902984,1,1,1
2020-11-15 02:09:15,-0.402278,0.0704655,-0.831262,-0.377107,-119.82515260787193,37.999257913803525,147.7451512151874,1,1,1
2020-11-15 02:09:25,-0.407398,0.048837,-0.83186,-0.373699,-120.44115422675011,39.888482597414615,149.8194165919413,1,1,1
2020-11-15 02:09:35,-0.413442,0.0301483,-0.831764,-0.369222,-121.09520373216164,41.721454040148956,151.56021580886826,1,1,1
2020-11-15 02:09:55,-0.450321,-0.0368831,-0.826744,-0.335179,-125.36194648715396,50.293337664449794,157.8480184046234,1,1,1
2020-11-15 02:10:05,-0.530584,-0.152145,-0.801,-0.2318,-147.50265787777522,67.00372375659713,179.67112045664004,1,1,1
2020-11-15 02:10:35,-0.583043,-0.419483,-0.686432,-0.113606,131.45461951920882,63.60492944072388,-85.89675243207883,1,1,1
2020-11-15 02:10:55,-0.578236,-0.48045,-0.656555,-0.061207,124.26676619486864,54.89518693728162,-76.89620880881562,1,1,1
2020-11-15 02:11:15,-0.58391,-0.521095,-0.62246,-0.00726398,117.94273882948767,47.264275090257115,-70.63837838269258,1,1,1
2020-11-15 02:11:25,-0.587515,-0.545341,-0.597241,0.0270728,114.60026933412472,42.24080353902821,-67.34659195318991,1,1,1
2020-11-15 02:11:35,-0.588438,-0.570582,-0.569377,0.0631358,111.944011800324,36.729521858007445,-64.61033560686525,1,1,1
2020-11-15 02:11:45,-0.592508,-0.591924,-0.538199,0.0943516,109.22737732779194,31.740734250419,-61.723181946018904,1,1,1
2020-11-15 02:11:55,-0.592471,-0.611624,-0.507746,0.130723,107.0989039530724,26.215130137223202,-59.87896357953977,1,1,1
2020-11-15 02:12:05,-0.591659,-0.634944,-0.467371,0.168376,104.98149978552311,19.82995169256914,-57.428601141955234,1,1,1
2020-11-15 02:12:25,-0.598065,-0.642381,-0.447172,0.17234,103.72060349677847,18.267887617767887,-55.293893977232926,1,1,1
2020-11-15 02:12:35,-0.595576,-0.647708,-0.444179,0.168728,104.22853121050424,18.090063583181685,-54.76067697712401,1,1,1
2020-11-15 02:12:45,-0.592426,-0.651378,-0.442806,0.169295,104.63794794037447,17.704600567438575,-54.697389440530834,1,1,1
2020-11-15 02:12:55,-0.591383,-0.657532,-0.435096,0.169142,104.73899885668376,16.988770999369653,-53.84958138426615,1,1,1
2020-11-15 02:13:05,-0.592988,-0.660036,-0.428774,0.169912,104.43432033016718,16.512214115379983,-53.18164070065123,1,1,1
2020-11-15 02:13:15,-0.577265,-0.679438,-0.392324,0.226299,103.50861825763621,8.362615452787427,-53.41039387974502,1,1,1
2020-11-15 02:13:45,-0.562144,-0.700932,-0.298288,0.322045,99.30301334801979,-6.6671701960606855,-51.77089893709365,1,1,1
2020-11-15 02:14:15,-0.514179,-0.719432,-0.171416,0.434343,96.03325663893995,-26.659257123988464,-50.875523820647814,1,1,1
2020-11-15 02:15:35,-0.501897,-0.699925,0.0403198,0.506537,88.53188185497538,-48.55122436058151,-43.0672269082543,1,1,1
2020-11-15 02:15:45,-0.511469,-0.701912,0.0620324,0.491804,89.3945124735071,-48.92598210229699,-39.283090259171544,1,1,1
2020-11-15 02:15:55,-0.526111,-0.688401,0.0822782,0.492485,86.5601510331697,-49.87402796621798,-38.92505211059537,1,1,1
2020-11-15 02:16:05,-0.539638,-0.669327,0.103009,0.50018,82.3871131428464,-51.32875705493562,-40.03507922793563,1,1,1
2020-11-15 02:16:15,-0.556493,-0.647861,0.125825,0.504738,77.75831363000891,-52.564771903357524,-40.99213808995993,1,1,1
2020-11-15 02:16:25,-0.522878,-0.62516,0.188894,0.547807,71.79024279655191,-61.94191332164214,-45.70988918884029,1,1,1
2020-11-15 02:16:35,-0.433077,-0.600687,0.267923,0.616309,54.65413418245974,-76.52707145494422,-65.46125224525781,1,1,1
2020-11-15 02:16:45,-0.307504,-0.583501,0.301277,0.688622,-22.18364549389371,-81.45937124054133,-151.03627468913186,1,1,1
2020-11-15 02:16:55,-0.20479,-0.559443,0.319066,0.737076,-54.755322872671364,-72.82115766061807,169.24682902484878,1,1,1
2020-11-15 02:17:05,-0.133621,-0.538426,0.331482,0.763127,-61.02968608970299,-65.55521881711122,158.29846856691367,1,1,1
2020-11-15 02:17:15,-0.130715,-0.523522,0.337068,0.771507,-59.6249257871386,-63.627083275873986,160.09596361060974,1,1,1
2020-11-15 02:17:25,-0.117937,-0.503514,0.361677,0.775728,-62.393266557178094,-60.05331685322493,158.7108328511566,1,1,1
2020-11-15 02:17:35,-0.120475,-0.484475,0.380424,0.778491,-63.114471333766176,-57.777221494169446,160.15260660881373,1,1,1
2020-11-15 02:17:45,-0.107817,-0.459903,0.409039,0.780738,-65.81090980019319,-53.738917076645244,159.42270092831632,1,1,1
2020-11-15 02:17:55,-0.0769575,-0.43294,0.435239,0.785625,-68.2493639923624,-48.35250166070134,157.34735466471156,1,1,1
2020-11-15 02:18:05,-0.0311203,-0.404486,0.463292,0.787898,-70.94229971761565,-41.776211804571844,154.09958412793318,1,1,1
2020-11-15 02:18:15,0.0099337,-0.371271,0.482489,0.793261,-71.49133089057847,-35.411453582144944,152.68230175318038,0,1,1
2020-11-15 02:18:25,0.0400406,-0.337193,0.50375,0.794314,-72.23352675765207,-29.691695375177616,152.33565619956832,0,1,1
2020-11-15 02:18:35,0.0763563,-0.318397,0.520624,0.788507,-73.6488620096594,-24.999532230715023,150.08830600506903,0,1,1
2020-11-15 02:18:45,0.108714,-0.293567,0.536153,0.783926,-74.38863539398277,-20.102143084971367,148.887592600512,0,1,1
2020-11-15 02:18:55,0.139205,-0.262327,0.549117,0.781202,-74.43562094324945,-14.891012957958717,148.45549267247188,0,1,1
2020-11-15 02:19:05,0.170611,-0.228189,0.563223,0.77563,-74.63839781167388,-9.311176952244866,148.08435890298455,0,1,1
2020-11-15 02:19:15,0.201291,-0.19695,0.578574,0.76547,-75.3139475258352,-3.933303271758008,147.49789337768001,0,1,1
2020-11-15 02:19:25,0.237447,-0.165919,0.585907,0.756837,-75.02116362789148,1.5527026900924832,146.35488010873078,1,1,1
2020-11-15 02:19:35,0.282203,-0.135324,0.596922,0.738738,-75.33723235341233,7.872451605129551,144.26709854802206,1,1,1
2020-11-15 02:19:45,0.318031,-0.108277,0.601814,0.724536,-74.99617679462429,13.055208157184117,142.63715299734466,1,1,1
2020-11-15 02:19:55,0.341327,-0.0836365,0.603125,0.71606,-74.3199450710758,16.97461204399555,141.9340189851861,1,1,1
2020-11-15 02:20:05,0.363424,-0.0595274,0.607977,0.70338,-74.23671329952924,20.98761327825993,141.31020497159366,1,1,1
2020-11-15 02:20:15,0.393143,-0.0354259,0.614018,0.683495,-74.31888441998234,25.74501784646447,139.8383081554035,1,1,1
2020-11-15 02:20:25,0.446002,0.00186741,0.5868,0.675829,-68.52821764550504,31.732344369926007,135.0717967268546,1,1,1
2020-11-15 02:20:35,0.458236,0.0178374,0.601649,0.654003,-70.33420695045868,35.0804443901459,135.0738309636651,1,1,1
2020-11-15 02:20:45,0.486778,0.0294125,0.617608,0.617043,-72.20891683144491,39.61113860283653,132.89430534092372,1,1,1
2020-11-15 02:20:55,0.480549,0.0480406,0.619274,0.619084,-72.41456355865724,40.89425272444598,134.89442877604748,1,1,1
2020-11-15 02:21:05,0.469101,0.0744225,0.6205,0.624008,-72.74200562037632,42.45681738364936,138.06146966942262,1,1,1
2020-11-15 02:21:15,0.476366,0.0997002,0.625097,0.610237,-73.43863630946844,45.826362682660026,139.04545273934446,1,1,1
2020-11-15 02:21:25,0.46768,0.129659,0.620594,0.615895,-73.04335117166862,47.747752940801206,141.87182338701254,1,1,1
2020-11-15 02:21:35,0.463517,0.157815,0.613192,0.619872,-72.10890758699968,49.82704009895195,143.78867814822667,1,1,1
2020-11-15 02:21:45,0.467221,0.166133,0.607812,0.620217,-71.01908600105747,50.71825164974115,143.3874821271542,1,1,1
2020-11-15 02:21:55,0.477945,0.17694,0.603267,0.613458,-69.85058154652369,52.53703182214883,142.18640126021495,1,1,1
2020-11-15 02:22:05,0.475018,0.197624,0.614928,0.597634,-73.16247825292362,55.12658147892192,145.39375043559934,1,1,1
2020-11-15 02:22:15,0.489627,0.215004,0.60707,0.587796,-71.28158459001777,57.91199811587552,143.69105075126677,1,1,1
2020-11-15 02:22:25,0.499364,0.235219,0.600259,0.57879,-69.8545659614237,60.66606972965379,142.87683731955553,1,1,1
