TIMESTAMP,PD3,PD6,STAR_TRACKER_STATE,HD_CAMERA_STATE,OPTICAL_RX_STATE
2020-11-23 20:25:49,0.167892,0.0422858,1,1,1
2020-11-23 20:25:54,,0.0449304,1,1,1
2020-11-24 00:50:39,0.0,0.148501,1,1,1
2020-11-24 05:37:24,0.0,0.221089,1,1,1
2020-11-24 05:42:34,0.0,0.448152,1,1,1
2020-11-24 05:42:54,0.0,0.47174,1,1,1
2020-11-24 05:51:49,0.00257083,0.528961,1,1,1
2020-11-24 05:51:59,0.00257083,0.519804,1,1,1
2020-11-24 05:52:04,0.00257083,0.507669,1,1,1
2020-11-24 05:52:09,0.00257083,0.501633,1,1,1
2020-11-24 05:52:14,0.00257083,0.480659,1,1,1
2020-11-24 05:52:19,0.00257083,0.465817,1,1,1
2020-11-24 05:52:24,0.00514169,0.451085,1,1,1
2020-11-24 05:52:29,0.00771257,0.430635,1,1,1
2020-11-24 05:52:34,0.00771257,0.413258,1,1,1
2020-11-24 05:52:39,0.00771257,0.398878,1,1,1
2020-11-24 05:52:44,0.0102835,0.396013,1,1,1
2020-11-24 05:52:49,0.0102835,0.410375,1,1,1
2020-11-24 05:52:54,0.0128545,0.430635,1,1,1
2020-11-24 05:52:59,0.0102835,0.451085,1,1,1
2020-11-24 05:53:04,0.0102835,0.474708,1,1,1
2020-11-24 05:53:09,0.0128545,0.480659,1,1,1
2020-11-24 05:53:14,0.0128545,0.483641,1,1,1
2020-11-24 05:53:19,0.0128545,0.477681,1,1,1
2020-11-24 05:53:24,0.0154256,0.462862,1,1,1
2020-11-24 05:53:29,0.0179968,0.451085,1,1,1
2020-11-24 05:53:34,0.0179968,0.436458,1,1,1
2020-11-24 05:53:39,0.0205681,0.427729,1,1,1
2020-11-24 05:53:44,0.0205681,0.42193,1,1,1
2020-11-24 05:53:49,0.0231396,0.445222,1,1,1
2020-11-24 05:53:54,0.0231396,0.47174,1,1,1
2020-11-24 05:53:59,0.0231396,0.501633,1,1,1
2020-11-24 05:54:04,0.0231396,0.522851,1,1,1
2020-11-24 05:54:09,0.0257112,0.525903,1,1,1
2020-11-24 05:54:14,0.0282829,0.525903,1,1,1
2020-11-24 05:54:19,0.0282829,0.516763,1,1,1
2020-11-24 05:54:24,0.0282829,0.507669,1,1,1
2020-11-24 05:54:29,0.0308549,0.489619,1,1,1
2020-11-24 05:54:34,0.033427,0.483641,1,1,1
2020-11-24 05:54:44,0.0308549,0.492615,1,1,1
2020-11-24 05:54:49,0.0308549,0.504649,1,1,1
2020-11-24 05:54:59,0.0282829,0.498622,1,1,1
2020-11-24 05:55:04,0.0308549,0.483641,1,1,1
2020-11-24 05:55:09,0.0308549,0.480659,1,1,1
2020-11-24 05:55:19,0.0308549,0.477681,1,1,1
2020-11-24 05:55:24,0.0308549,0.465817,1,1,1
2020-11-24 05:55:29,0.033427,0.445222,1,1,1
